"clinic","client","gender","age","breed","food_quality","area","year","weight","BMI"
11,4,"M",13,"American Shorthair","IV","suburban","2018",12.6,25
11,5,"F",16,"Siamese","II","suburban","2017",10.7,22
11,5,"F",16,"Siamese","II","suburban","2018",10.9,24
11,6,"M",8,"Burmese","III","urban","2017",9.8,27
11,6,"M",8,"Burmese","III","urban","2018",10.3,24
11,7,"M",13,"Burmese","III","urban","2017",13,35
11,7,"M",13,"Burmese","III","urban","2018",13.4,28
11,8,"M",10,"American Shorthair","III","urban","2017",13.4,23
11,8,"M",10,"American Shorthair","III","urban","2018",13.6,28
11,9,"F",5,"American Shorthair","II","suburban","2017",12.3,32
11,9,"F",5,"American Shorthair","II","suburban","2018",13.1,24
11,10,"M",9,"American Shorthair","III","urban","2017",11.9,21
11,10,"M",9,"American Shorthair","III","urban","2018",12.2,24
11,11,"M",7,"Burmese","IV","suburban","2017",8.7,25
11,11,"M",7,"Burmese","IV","suburban","2018",8.9,23
11,12,"F",10,"American Shorthair","II","suburban","2017",6.9,19
11,12,"F",10,"American Shorthair","II","suburban","2018",7.4,17
11,13,"M",12,"Burmese","I","rural","2017",6.4,19
11,13,"M",12,"Burmese","I","rural","2018",6.9,19
11,14,"M",5,"American Shorthair","I","urban","2017",14,24
11,14,"M",5,"American Shorthair","I","urban","2018",14.2,25
11,15,"F",7,"Burmese","II","rural","2017",9.3,33
11,15,"F",7,"Burmese","II","rural","2018",9.6,24
11,16,"M",4,"Siamese","II","urban","2017",9.6,16
11,16,"M",4,"Siamese","II","urban","2018",10.8,22
11,17,"M",3,"Siamese","I","suburban","2017",13.1,22
11,17,"M",3,"Siamese","I","suburban","2018",13.2,25
11,18,"M",4,"American Shorthair","II","suburban","2017",8.1,14
11,18,"M",4,"American Shorthair","II","suburban","2018",9.2,19
11,19,"F",9,"Burmese","III","urban","2017",9.6,34
11,19,"F",9,"Burmese","III","urban","2018",9.6,24
11,20,"F",9,"American Shorthair","II","urban","2017",8.7,23
11,20,"F",9,"American Shorthair","II","urban","2018",8.8,18
12,1,"M",6,"Persian","II","suburban","2017",7,20
12,1,"M",6,"Persian","II","suburban","2018",7.7,19
12,2,"M",7,"Burmese","III","urban","2017",10.4,29
12,2,"M",7,"Burmese","III","urban","2018",10.9,25
12,3,"F",9,"Burmese","II","rural","2017",7,26
12,3,"F",9,"Burmese","II","rural","2018",7.2,19
12,4,"F",12,"Maincoon","II","suburban","2017",11,24
12,4,"F",12,"Maincoon","II","suburban","2018",11.7,24
12,5,"F",8,"Maincoon","I","suburban","2017",12.3,27
12,5,"F",8,"Maincoon","I","suburban","2018",13.2,24
12,6,"M",7,"Maincoon","III","suburban","2017",8.3,18
12,6,"M",7,"Maincoon","III","suburban","2018",8.5,18
12,7,"F",5,"Burmese","III","urban","2017",15,40
12,7,"F",5,"Burmese","III","urban","2018",15.2,35
12,8,"M",12,"British Shorthair","II","suburban","2017",13.8,25
12,8,"M",12,"British Shorthair","II","suburban","2018",14.2,28
12,9,"F",6,"Maincoon","II","suburban","2017",12.1,26
12,9,"F",6,"Maincoon","II","suburban","2018",12.4,24
12,10,"F",3,"American Shorthair","III","suburban","2017",6.3,17
12,10,"F",3,"American Shorthair","III","suburban","2018",6.7,15
12,11,"M",17,"Maincoon","IV","suburban","2017",14.1,29
12,11,"M",17,"Maincoon","IV","suburban","2018",14.9,28
12,12,"F",5,"Burmese","III","suburban","2017",12.6,40
12,12,"F",5,"Burmese","III","suburban","2018",13.5,28
12,13,"M",10,"American Shorthair","I","urban","2017",12.6,22
12,13,"M",10,"American Shorthair","I","urban","2018",12.9,24
12,14,"M",14,"Burmese","I","suburban","2017",10.2,28
12,14,"M",14,"Burmese","I","suburban","2018",11.3,26
12,15,"M",12,"Persian","III","suburban","2017",7.6,21
12,15,"M",12,"Persian","III","suburban","2018",7.8,21
12,16,"M",7,"Burmese","I","suburban","2017",4.1,14
12,16,"M",7,"Burmese","I","suburban","2018",4.2,16
12,17,"F",17,"Persian","I","rural","2017",9.7,31
12,17,"F",17,"Persian","I","rural","2018",9.9,23
12,18,"M",6,"British Shorthair","I","suburban","2017",16.2,29
12,18,"M",6,"British Shorthair","I","suburban","2018",16.2,31
12,19,"M",2,"Persian","II","urban","2017",9.3,25
12,19,"M",2,"Persian","II","urban","2018",10.3,22
12,20,"M",13,"American Shorthair","II","urban","2017",7.7,14
12,20,"M",13,"American Shorthair","II","urban","2018",8.2,18
13,1,"F",13,"British Shorthair","IV","urban","2017",19.6,40
13,1,"F",13,"British Shorthair","IV","urban","2018",19.9,37
13,2,"M",14,"Siamese","II","urban","2017",9.9,17
13,2,"M",14,"Siamese","II","urban","2018",10,23
13,3,"F",5,"Burmese","I","suburban","2017",10.5,37
13,3,"F",5,"Burmese","I","suburban","2018",10.7,25
13,4,"M",7,"British Shorthair","I","suburban","2017",13.5,24
13,4,"M",7,"British Shorthair","I","suburban","2018",13.6,26
13,5,"M",22,"Siamese","IV","urban","2017",10.1,17
13,5,"M",22,"Siamese","IV","urban","2018",10.4,22
13,6,"F",8,"British Shorthair","III","suburban","2017",11.9,28
13,6,"F",8,"British Shorthair","III","suburban","2018",12.1,26
13,7,"F",14,"Siamese","IV","suburban","2017",10.2,21
13,7,"F",14,"Siamese","IV","suburban","2018",11.2,22
13,8,"M",9,"Maincoon","IV","urban","2017",11.4,25
13,8,"M",9,"Maincoon","IV","urban","2018",11.6,24
13,9,"M",7,"British Shorthair","II","suburban","2017",14.3,26
13,9,"M",7,"British Shorthair","II","suburban","2018",14.7,28
13,10,"F",4,"Burmese","I","rural","2017",11.7,40
13,10,"F",4,"Burmese","I","rural","2018",11.9,27
13,11,"M",1,"Persian","III","urban","2017",7.8,22
13,11,"M",1,"Persian","III","urban","2018",7.9,21
13,12,"M",4,"Siamese","III","rural","2017",15.4,25
13,12,"M",4,"Siamese","III","rural","2018",15.5,30
13,13,"F",12,"Burmese","III","suburban","2017",11.4,39
13,13,"F",12,"Burmese","III","suburban","2018",11.9,25
13,14,"M",13,"Persian","II","urban","2017",4.1,13
13,14,"M",13,"Persian","II","urban","2018",4,16
13,15,"F",9,"Maincoon","III","rural","2017",11.4,25
13,15,"F",9,"Maincoon","III","rural","2018",11.5,24
13,16,"M",6,"British Shorthair","IV","suburban","2017",15.2,27
13,16,"M",6,"British Shorthair","IV","suburban","2018",15.3,30
13,17,"M",12,"Burmese","II","suburban","2017",2,10
13,17,"M",12,"Burmese","II","suburban","2018",2,11
13,18,"F",4,"American Shorthair","III","suburban","2017",9.8,26
13,18,"F",4,"American Shorthair","III","suburban","2018",10.3,22
13,19,"F",9,"Maincoon","III","urban","2017",14.2,29
13,19,"F",9,"Maincoon","III","urban","2018",15,28
13,20,"M",9,"Maincoon","II","suburban","2017",12.5,24
13,20,"M",9,"Maincoon","II","suburban","2018",13,25
14,1,"M",18,"Burmese","II","urban","2017",6.1,19
14,1,"M",18,"Burmese","II","urban","2018",6.7,18
14,2,"M",14,"American Shorthair","II","suburban","2017",12.5,22
14,2,"M",14,"American Shorthair","II","suburban","2018",12.6,24
14,3,"F",5,"American Shorthair","I","suburban","2017",9.1,24
14,3,"F",5,"American Shorthair","I","suburban","2018",9.1,20
14,4,"F",13,"Burmese","II","suburban","2017",5.8,23
14,4,"F",13,"Burmese","II","suburban","2018",6.2,16
14,5,"M",6,"American Shorthair","II","suburban","2017",4.7,10
14,5,"M",6,"American Shorthair","II","suburban","2018",5,15
14,6,"F",8,"American Shorthair","II","urban","2017",13.4,35
14,6,"F",8,"American Shorthair","II","urban","2018",14,25
14,7,"M",13,"Burmese","I","urban","2017",9.5,27
14,7,"M",13,"Burmese","I","urban","2018",9.6,24
14,8,"M",11,"Maincoon","I","rural","2017",12.1,25
14,8,"M",11,"Maincoon","I","rural","2018",12.7,25
14,9,"F",7,"Siamese","III","rural","2017",16,32
14,9,"F",7,"Siamese","III","rural","2018",16.5,31
14,10,"F",6,"American Shorthair","I","urban","2017",7.9,21
14,10,"F",6,"American Shorthair","I","urban","2018",8.2,20
14,11,"F",10,"British Shorthair","III","suburban","2017",9.7,23
14,11,"F",10,"British Shorthair","III","suburban","2018",10.5,23
14,12,"F",5,"Maincoon","I","suburban","2017",9.2,22
14,12,"F",5,"Maincoon","I","suburban","2018",9.6,21
14,13,"F",18,"Burmese","II","suburban","2017",8.4,30
14,13,"F",18,"Burmese","II","suburban","2018",8.5,22
14,14,"F",11,"Siamese","II","suburban","2017",17.5,35
14,14,"F",11,"Siamese","II","suburban","2018",17.8,34
14,15,"F",5,"Burmese","IV","urban","2017",12,40
14,15,"F",5,"Burmese","IV","urban","2018",12.2,28
14,16,"M",12,"American Shorthair","I","urban","2017",8.6,15
14,16,"M",12,"American Shorthair","I","urban","2018",9.2,20
14,17,"F",10,"British Shorthair","II","rural","2017",12.7,29
14,17,"F",10,"British Shorthair","II","rural","2018",13,27
14,18,"M",15,"Siamese","III","suburban","2017",8.3,14
14,18,"M",15,"Siamese","III","suburban","2018",8.5,21
14,19,"F",16,"Siamese","I","suburban","2017",8.6,17
14,19,"F",16,"Siamese","I","suburban","2018",8.9,20
14,20,"M",4,"Siamese","IV","urban","2017",13,21
14,20,"M",4,"Siamese","IV","urban","2018",14,25
15,1,"F",11,"American Shorthair","III","rural","2017",14.3,37
15,1,"F",11,"American Shorthair","III","rural","2018",14.6,30
15,2,"F",5,"British Shorthair","I","rural","2017",10.3,24
15,2,"F",5,"British Shorthair","I","rural","2018",10.5,23
15,3,"F",10,"American Shorthair","II","rural","2017",5.7,16
15,3,"F",10,"American Shorthair","II","rural","2018",5.7,15
15,4,"M",15,"Siamese","II","suburban","2017",12.6,21
15,4,"M",15,"Siamese","II","suburban","2018",12.8,24
15,5,"F",16,"Burmese","II","urban","2017",9.8,35
15,5,"F",16,"Burmese","II","urban","2018",9.9,25
15,6,"M",4,"American Shorthair","I","suburban","2017",13.3,23
15,6,"M",4,"American Shorthair","I","suburban","2018",13.3,26
15,7,"M",7,"American Shorthair","IV","suburban","2017",6.7,12
15,7,"M",7,"American Shorthair","IV","suburban","2018",6.8,16
15,8,"M",13,"Burmese","II","urban","2017",11.9,32
15,8,"M",13,"Burmese","II","urban","2018",12.4,26
15,9,"F",13,"Persian","I","urban","2017",9.8,31
15,9,"F",13,"Persian","I","urban","2018",10.1,25
15,10,"F",13,"American Shorthair","I","suburban","2017",6.5,18
15,10,"F",13,"American Shorthair","I","suburban","2018",6.9,19
15,11,"F",11,"Burmese","IV","rural","2017",8.9,32
15,11,"F",11,"Burmese","IV","rural","2018",8.9,23
15,12,"F",11,"Burmese","II","rural","2017",9.1,32
15,12,"F",11,"Burmese","II","rural","2018",10,23
15,13,"F",7,"American Shorthair","II","rural","2017",13.8,36
15,13,"F",7,"American Shorthair","II","rural","2018",14.4,28
15,14,"M",6,"British Shorthair","III","suburban","2017",6.5,13
15,14,"M",6,"British Shorthair","III","suburban","2018",6.8,18
15,15,"F",8,"Siamese","III","urban","2017",14.1,28
15,15,"F",8,"Siamese","III","urban","2018",14.4,28
15,16,"F",21,"British Shorthair","I","urban","2017",11.2,26
15,16,"F",21,"British Shorthair","I","urban","2018",11.3,22
15,17,"M",11,"Maincoon","I","urban","2017",12.2,28
15,17,"M",11,"Maincoon","I","urban","2018",12.4,25
15,18,"F",8,"Burmese","II","urban","2017",6.6,25
15,18,"F",8,"Burmese","II","urban","2018",7.3,18
15,19,"M",11,"Burmese","II","suburban","2017",7.6,22
15,19,"M",11,"Burmese","II","suburban","2018",8.8,20
15,20,"M",7,"Persian","II","urban","2017",8,22
15,20,"M",7,"Persian","II","urban","2018",8.6,21
16,1,"F",16,"Persian","I","urban","2017",7.1,24
16,1,"F",16,"Persian","I","urban","2018",7.9,22
16,2,"F",14,"British Shorthair","IV","suburban","2017",10.6,25
16,2,"F",14,"British Shorthair","IV","suburban","2018",10.6,23
16,3,"F",7,"Burmese","I","suburban","2017",8.3,30
16,3,"F",7,"Burmese","I","suburban","2018",8.7,21
16,4,"M",2,"Persian","I","suburban","2017",7.3,21
16,4,"M",2,"Persian","I","suburban","2018",7.4,20
16,5,"M",10,"Maincoon","II","urban","2017",11.5,25
16,5,"M",10,"Maincoon","II","urban","2018",11.5,24
16,6,"M",9,"Siamese","III","rural","2017",15.7,26
16,6,"M",9,"Siamese","III","rural","2018",15.7,30
16,7,"F",14,"Persian","III","urban","2017",8.7,28
16,7,"F",14,"Persian","III","urban","2018",9.3,22
16,8,"F",4,"British Shorthair","III","rural","2017",6.2,14
16,8,"F",4,"British Shorthair","III","rural","2018",6.9,15
16,9,"F",3,"Maincoon","II","suburban","2017",9.9,24
16,9,"F",3,"Maincoon","II","suburban","2018",10.1,22
16,10,"F",8,"American Shorthair","II","suburban","2017",13.5,35
16,10,"F",8,"American Shorthair","II","suburban","2018",13.9,28
16,11,"F",1,"American Shorthair","IV","rural","2017",7.3,20
16,11,"F",1,"American Shorthair","IV","rural","2018",7.7,18
16,12,"M",14,"Persian","III","suburban","2017",6.4,19
16,12,"M",14,"Persian","III","suburban","2018",6.5,19
16,13,"F",7,"Persian","III","urban","2017",4.1,17
16,13,"F",7,"Persian","III","urban","2018",4.5,17
16,14,"F",3,"American Shorthair","II","urban","2017",13.6,36
16,14,"F",3,"American Shorthair","II","urban","2018",14.7,29
16,15,"M",8,"Siamese","I","rural","2017",10.3,17
16,15,"M",8,"Siamese","I","rural","2018",10.8,19
16,16,"M",13,"Burmese","III","urban","2017",12.9,35
16,16,"M",13,"Burmese","III","urban","2018",13,29
16,17,"F",16,"Persian","II","rural","2017",12.9,39
16,17,"F",16,"Persian","II","rural","2018",13.3,29
16,18,"M",16,"Burmese","I","rural","2017",9.4,27
16,18,"M",16,"Burmese","I","rural","2018",10,22
16,19,"F",11,"Maincoon","I","urban","2017",10.7,24
16,19,"F",11,"Maincoon","I","urban","2018",11.2,26
16,20,"M",12,"American Shorthair","I","suburban","2017",10.7,19
16,20,"M",12,"American Shorthair","I","suburban","2018",10.8,23
17,1,"F",12,"Burmese","I","suburban","2017",10.4,36
17,1,"F",12,"Burmese","I","suburban","2018",10.5,25
17,2,"F",20,"Maincoon","I","suburban","2017",14.4,30
17,2,"F",20,"Maincoon","I","suburban","2018",15.2,29
17,3,"M",4,"British Shorthair","III","rural","2017",10.9,20
17,3,"M",4,"British Shorthair","III","rural","2018",11.3,24
17,4,"F",12,"Burmese","II","suburban","2017",13.2,40
17,4,"F",12,"Burmese","II","suburban","2018",13.8,29
17,5,"M",8,"Persian","III","urban","2017",11.8,30
17,5,"M",8,"Persian","III","urban","2018",11.8,27
17,6,"F",16,"Maincoon","II","suburban","2017",11.1,25
17,6,"F",16,"Maincoon","II","suburban","2018",11.3,25
17,7,"F",18,"American Shorthair","II","suburban","2017",6.6,18
17,7,"F",18,"American Shorthair","II","suburban","2018",6.9,17
17,8,"M",1,"Maincoon","II","suburban","2017",10.2,24
17,8,"M",1,"Maincoon","II","suburban","2018",10.6,23
17,9,"F",7,"Burmese","IV","urban","2017",4.8,20
17,9,"F",7,"Burmese","IV","urban","2018",5.2,17
17,10,"F",9,"Siamese","II","suburban","2017",12.9,26
17,10,"F",9,"Siamese","II","suburban","2018",13.2,26
17,11,"M",6,"Siamese","I","urban","2017",12.9,21
17,11,"M",6,"Siamese","I","urban","2018",13,25
17,12,"F",8,"Maincoon","I","urban","2017",12.2,26
17,12,"F",8,"Maincoon","I","urban","2018",12.3,27
17,13,"F",6,"American Shorthair","II","urban","2017",11.9,31
17,13,"F",6,"American Shorthair","II","urban","2018",12.1,25
17,14,"F",20,"Maincoon","II","rural","2017",11.3,25
17,14,"F",20,"Maincoon","II","rural","2018",11.9,26
17,15,"F",5,"British Shorthair","I","suburban","2017",10.1,24
17,15,"F",5,"British Shorthair","I","suburban","2018",10.5,24
17,16,"M",8,"Burmese","I","suburban","2017",6.4,20
17,16,"M",8,"Burmese","I","suburban","2018",6.6,18
17,17,"F",9,"Persian","I","rural","2017",4.1,13
17,17,"F",9,"Persian","I","rural","2018",4,13
17,18,"F",16,"Burmese","II","suburban","2017",8.8,32
17,18,"F",16,"Burmese","II","suburban","2018",8.9,24
17,19,"F",7,"American Shorthair","IV","urban","2017",11.3,30
17,19,"F",7,"American Shorthair","IV","urban","2018",12,24
17,20,"M",3,"American Shorthair","I","suburban","2017",22,38
17,20,"M",3,"American Shorthair","I","suburban","2018",22.9,40
18,1,"M",15,"Siamese","II","urban","2017",15.8,26
18,1,"M",15,"Siamese","II","urban","2018",16.1,30
18,2,"M",16,"British Shorthair","II","rural","2017",12.6,23
18,2,"M",16,"British Shorthair","II","rural","2018",13.1,27
18,3,"F",8,"Persian","IV","suburban","2017",6.6,23
18,3,"F",8,"Persian","IV","suburban","2018",7.1,20
18,4,"F",9,"Burmese","I","suburban","2017",5.3,21
18,4,"F",9,"Burmese","I","suburban","2018",5.3,17
18,5,"F",9,"Burmese","III","urban","2017",11,38
18,5,"F",9,"Burmese","III","urban","2018",11.1,26
18,6,"M",7,"Burmese","III","rural","2017",6.1,19
18,6,"M",7,"Burmese","III","rural","2018",7,18
18,7,"M",5,"Maincoon","III","rural","2017",13.9,28
18,7,"M",5,"Maincoon","III","rural","2018",14.3,28
18,8,"M",15,"Maincoon","IV","suburban","2017",12.2,27
18,8,"M",15,"Maincoon","IV","suburban","2018",12.2,23
18,9,"M",8,"Burmese","III","urban","2017",7,21
18,9,"M",8,"Burmese","III","urban","2018",7.3,19
18,10,"F",9,"American Shorthair","I","suburban","2017",10.1,27
18,10,"F",9,"American Shorthair","I","suburban","2018",10.2,22
18,11,"F",6,"Persian","I","suburban","2017",9.6,30
18,11,"F",6,"Persian","I","suburban","2018",10,24
18,12,"M",14,"American Shorthair","II","rural","2017",9.4,17
18,12,"M",14,"American Shorthair","II","rural","2018",9.8,21
18,13,"F",7,"Burmese","II","suburban","2017",8.9,32
18,13,"F",7,"Burmese","II","suburban","2018",10.3,24
18,14,"M",11,"Burmese","III","urban","2017",7.5,22
18,14,"M",11,"Burmese","III","urban","2018",7.7,21
18,15,"F",15,"American Shorthair","II","suburban","2017",15.2,40
18,15,"F",15,"American Shorthair","II","suburban","2018",15.4,29
18,16,"M",7,"American Shorthair","II","suburban","2017",11.6,20
18,16,"M",7,"American Shorthair","II","suburban","2018",12.5,23
18,17,"F",10,"British Shorthair","II","urban","2017",10.1,24
18,17,"F",10,"British Shorthair","II","urban","2018",10.7,24
18,18,"F",3,"Burmese","IV","urban","2017",7.9,29
18,18,"F",3,"Burmese","IV","urban","2018",7.9,21
18,19,"M",18,"British Shorthair","II","urban","2017",8.2,16
18,19,"M",18,"British Shorthair","II","urban","2018",8.8,19
18,20,"M",13,"Maincoon","III","rural","2017",15.6,31
18,20,"M",13,"Maincoon","III","rural","2018",16.1,31
19,1,"F",9,"Burmese","II","suburban","2017",7.9,29
19,1,"F",9,"Burmese","II","suburban","2018",7.9,21
19,2,"M",9,"Siamese","IV","suburban","2017",11.7,20
19,2,"M",9,"Siamese","IV","suburban","2018",11.9,25
19,3,"F",13,"American Shorthair","II","urban","2017",12.1,32
19,3,"F",13,"American Shorthair","II","urban","2018",12.5,23
19,4,"M",16,"Siamese","III","urban","2017",9.8,17
19,4,"M",16,"Siamese","III","urban","2018",10.5,22
19,5,"F",10,"American Shorthair","I","urban","2017",10.8,29
19,5,"F",10,"American Shorthair","I","urban","2018",11.2,22
19,6,"M",13,"Siamese","II","suburban","2017",17.9,29
19,6,"M",13,"Siamese","II","suburban","2018",17.9,33
19,7,"M",10,"British Shorthair","III","urban","2017",9.8,18
19,7,"M",10,"British Shorthair","III","urban","2018",10.3,22
19,8,"F",16,"American Shorthair","III","rural","2017",10.2,27
19,8,"F",16,"American Shorthair","III","rural","2018",10.6,23
19,9,"M",21,"British Shorthair","III","urban","2017",14.8,26
19,9,"M",21,"British Shorthair","III","urban","2018",15.4,28
19,10,"M",4,"Persian","III","suburban","2017",5.2,16
19,10,"M",4,"Persian","III","suburban","2018",5.9,17
19,11,"F",3,"Burmese","III","urban","2017",9.3,33
19,11,"F",3,"Burmese","III","urban","2018",9.7,23
19,12,"M",11,"American Shorthair","I","suburban","2017",14,24
19,12,"M",11,"American Shorthair","I","suburban","2018",14.2,28
19,13,"F",6,"Maincoon","II","urban","2017",12.6,27
19,13,"F",6,"Maincoon","II","urban","2018",12.6,27
19,14,"F",15,"American Shorthair","III","rural","2017",13.7,36
19,14,"F",15,"American Shorthair","III","rural","2018",14,28
19,15,"F",10,"British Shorthair","I","urban","2017",9.3,22
19,15,"F",10,"British Shorthair","I","urban","2018",9.9,22
19,16,"F",12,"American Shorthair","IV","rural","2017",13.7,36
19,16,"F",12,"American Shorthair","IV","rural","2018",14,26
19,17,"F",2,"Maincoon","I","suburban","2017",14.2,29
19,17,"F",2,"Maincoon","I","suburban","2018",14.4,27
19,18,"F",11,"American Shorthair","I","rural","2017",5.4,15
19,18,"F",11,"American Shorthair","I","rural","2018",5.6,15
19,19,"M",2,"Burmese","III","suburban","2017",10.8,30
19,19,"M",2,"Burmese","III","suburban","2018",11.4,26
19,20,"F",4,"Burmese","II","urban","2017",7.8,29
19,20,"F",4,"Burmese","II","urban","2018",8.3,20
20,1,"M",7,"American Shorthair","II","suburban","2017",9.9,17
20,1,"M",7,"American Shorthair","II","suburban","2018",10.4,21
20,2,"M",13,"Siamese","I","urban","2017",11.5,19
20,2,"M",13,"Siamese","I","urban","2018",11.9,25
20,3,"F",2,"British Shorthair","III","suburban","2017",10.5,25
20,3,"F",2,"British Shorthair","III","suburban","2018",10.6,21
20,4,"M",5,"Persian","I","suburban","2017",10.4,27
20,4,"M",5,"Persian","I","suburban","2018",10.7,24
20,5,"M",2,"Persian","I","suburban","2017",13.5,34
20,5,"M",2,"Persian","I","suburban","2018",14.3,28
20,6,"M",8,"Burmese","I","rural","2017",9.8,27
20,6,"M",8,"Burmese","I","rural","2018",10,24
20,7,"M",5,"American Shorthair","I","urban","2017",7.2,13
20,7,"M",5,"American Shorthair","I","urban","2018",7.3,19
20,8,"F",17,"Maincoon","I","suburban","2017",14,30
20,8,"F",17,"Maincoon","I","suburban","2018",14.7,29
20,9,"M",10,"Burmese","II","urban","2017",9.2,26
20,9,"M",10,"Burmese","II","urban","2018",10,24
20,10,"M",19,"American Shorthair","I","suburban","2017",18.5,32
20,10,"M",19,"American Shorthair","I","suburban","2018",19,34
20,11,"M",8,"Persian","II","urban","2017",6.1,18
20,11,"M",8,"Persian","II","urban","2018",6.6,19
20,12,"F",13,"Persian","IV","urban","2017",9.2,30
20,12,"F",13,"Persian","IV","urban","2018",9.5,24
20,13,"F",9,"American Shorthair","III","urban","2017",12.8,34
20,13,"F",9,"American Shorthair","III","urban","2018",13.3,27
20,14,"F",7,"Burmese","III","urban","2017",10.7,37
20,14,"F",7,"Burmese","III","urban","2018",11.2,24
20,15,"M",17,"American Shorthair","III","suburban","2017",9.8,17
20,15,"M",17,"American Shorthair","III","suburban","2018",9.9,22
20,16,"F",16,"Siamese","II","suburban","2017",8.8,18
20,16,"F",16,"Siamese","II","suburban","2018",9.5,21
20,17,"M",7,"American Shorthair","II","suburban","2017",14.5,25
20,17,"M",7,"American Shorthair","II","suburban","2018",14.9,30
20,18,"M",3,"Burmese","II","suburban","2017",5.6,18
20,18,"M",3,"Burmese","II","suburban","2018",5.7,17
20,19,"M",10,"American Shorthair","I","suburban","2017",11.4,20
20,19,"M",10,"American Shorthair","I","suburban","2018",11.7,26
20,20,"F",18,"Persian","II","suburban","2017",10.3,32
20,20,"F",18,"Persian","II","suburban","2018",10.7,24
